date,user_id,product,quantities,price
2024-03-14,783,кефир,7,4619
2024-05-14,784,помидор,6,3759
2024-04-12,785,говядина,1,2350
2024-08-25,786,помидор,10,466
2024-06-27,787,кефир,3,435
2024-02-01,788,помидор,4,4387
2024-12-12,789,говядина,1,3554
2024-04-27,790,говядина,3,3994
2024-01-26,791,молоко,5,2001
2024-06-25,792,молоко,10,4509
2024-05-05,793,помидор,4,3973
2024-02-19,794,свинина,5,4408
2024-09-10,795,лук,6,2500
2024-11-04,796,лук,6,683
2024-09-14,797,говядина,9,675
2024-06-17,798,курица,8,4324
2024-07-27,799,молоко,7,2678
2024-01-11,800,лук,6,2996
2024-11-13,801,лук,3,1337
2024-05-28,802,свинина,6,4076
2024-07-04,803,молоко,9,3836
2024-05-16,804,свинина,7,2493
2024-01-23,805,говядина,9,1665
2024-02-04,806,свинина,7,3699
2024-12-13,807,свинина,2,1471
2024-07-22,808,помидор,1,4195
2024-01-14,809,кефир,3,458
2024-11-05,810,помидор,8,4103
2024-05-25,811,хлеб,4,2674
2024-05-17,812,молоко,9,4988
2024-02-12,813,яйцо,1,1887
2024-04-03,814,молоко,10,2773
2024-11-12,815,яйцо,1,1780
2024-11-17,816,кефир,3,4407
2024-04-18,817,лук,4,4269
2024-04-24,818,хлеб,6,4891
2024-01-19,819,яйцо,2,4142
2024-01-09,820,яйцо,9,4202
2024-09-05,821,молоко,8,4844
2024-05-12,822,свинина,1,4160
2024-01-07,823,свинина,3,4391
2024-03-12,824,лук,3,2515
2024-10-06,825,кефир,4,887
2024-11-06,826,лук,8,3401
2024-06-14,827,лук,2,1951
2024-09-12,828,говядина,5,4096
2024-08-04,829,кефир,7,2003
2024-11-13,830,помидор,7,1352
2024-06-03,831,говядина,4,2396
2024-03-04,832,свинина,4,479
2024-09-16,833,курица,9,4579
2024-10-10,834,курица,1,1926
2024-10-13,835,свинина,7,585
2024-08-12,836,яйцо,7,4197
2024-03-19,837,хлеб,2,3247
2024-11-13,838,хлеб,10,1903
2024-05-15,839,помидор,9,1957
2024-05-27,840,молоко,1,2865
2024-11-10,841,курица,9,4842
2024-10-27,842,молоко,3,4814
2024-08-20,843,яйцо,7,585
2024-03-16,844,молоко,10,978
2024-08-24,845,хлеб,5,3595
2024-07-21,846,хлеб,1,1860
2024-10-03,847,кефир,10,2661
2024-05-12,848,курица,5,1005
2024-11-13,849,помидор,9,368
2024-03-11,850,молоко,8,1581
2024-01-15,851,молоко,3,936
2024-02-02,852,курица,3,1885
2024-06-10,853,лук,4,1530
2024-06-11,854,говядина,1,296
2024-02-18,855,свинина,9,4895
2024-06-11,856,яйцо,9,287
2024-05-05,857,говядина,5,1792
2024-05-20,858,лук,7,301
2024-04-20,859,яйцо,6,2396
2024-04-03,860,молоко,8,3503
2024-11-26,861,курица,2,2376
2024-08-19,862,молоко,2,905
2024-03-28,863,кефир,1,671
2024-02-22,864,кефир,10,4240
2024-03-22,865,кефир,1,2470
2024-11-25,866,яйцо,8,2512
2024-01-23,867,курица,9,1138
2024-09-02,868,помидор,3,526
2024-03-24,869,кефир,5,2589
2024-09-12,870,молоко,9,1607
2024-07-11,871,яйцо,9,1704
2024-01-20,872,яйцо,10,4361
2024-10-02,873,говядина,9,3656
2024-12-23,874,лук,6,3439
2024-05-01,875,молоко,8,3537
2024-01-01,876,свинина,10,994
2024-04-02,877,яйцо,5,1310
2024-02-22,878,курица,2,4920
2024-06-08,879,яйцо,3,3929
2024-09-02,880,хлеб,10,4975
2024-11-04,881,говядина,9,2634
2024-05-11,882,говядина,7,4180
2024-02-17,883,свинина,9,4049
2024-02-28,884,курица,6,2688
2024-11-13,885,хлеб,10,1592
2024-02-17,886,свинина,1,1791
2024-12-08,887,хлеб,2,4453
2024-05-25,888,хлеб,9,3790
2024-03-16,889,кефир,1,1812
2024-12-11,890,помидор,7,4182
2024-01-01,891,хлеб,6,4352
2024-11-26,892,курица,6,3264
2024-09-04,893,кефир,3,1583
2024-03-07,894,лук,1,4968
2024-07-25,895,говядина,1,1432
2024-07-09,896,лук,2,3511
2024-06-06,897,помидор,7,3561
2024-05-09,898,курица,7,307
2024-12-14,899,яйцо,10,1021
2024-05-16,900,яйцо,7,2500
2024-10-04,901,хлеб,4,4777
2024-08-04,902,свинина,7,557
2024-06-12,903,свинина,5,2449
2024-11-21,904,говядина,7,3441
2024-05-03,905,курица,4,2866
2024-01-20,906,свинина,6,4187
2024-04-14,907,курица,9,2128
2024-01-23,908,яйцо,7,4473
2024-12-21,909,лук,10,877
2024-05-11,910,лук,4,2048
2024-09-12,911,хлеб,10,3682
2024-07-15,912,курица,8,1688
2024-05-19,913,говядина,2,2413
2024-12-01,914,кефир,6,3979
2024-11-24,915,яйцо,8,4335
2024-09-22,916,говядина,1,4954
2024-05-14,917,яйцо,4,4714
2024-12-12,918,свинина,1,3473
2024-05-24,919,лук,6,3179
2024-06-20,920,говядина,9,343
2024-10-07,921,молоко,5,3412
2024-03-14,922,говядина,6,4765
2024-09-16,923,хлеб,8,2866
2024-11-07,924,хлеб,2,4026
2024-03-24,925,кефир,6,4031
2024-04-18,926,говядина,2,4315
2024-03-21,927,яйцо,5,3875
2024-01-07,928,говядина,2,4194
2024-02-21,929,помидор,3,3277
2024-03-28,930,кефир,4,323
2024-02-08,931,молоко,9,1445
2024-12-24,932,свинина,2,3950
2024-09-12,933,лук,9,4180
2024-02-19,934,яйцо,5,2295
2024-09-01,935,молоко,10,2360
2024-12-05,936,говядина,7,193
2024-12-21,937,кефир,4,1841
2024-09-20,938,помидор,5,2321
2024-06-23,939,курица,1,2655
2024-08-18,940,хлеб,4,4106
2024-10-15,941,яйцо,4,1063
2024-09-22,942,молоко,6,3774
2024-05-08,943,помидор,7,1746
2024-09-12,944,яйцо,5,3888
2024-03-15,945,свинина,8,4484
2024-08-17,946,яйцо,2,608
2024-09-19,947,лук,5,1192
2024-05-01,948,яйцо,8,3242
2024-02-16,949,кефир,4,507
2024-08-22,950,яйцо,4,1338
2024-04-13,951,говядина,7,4265
2024-09-13,952,говядина,4,2514
2024-09-09,953,помидор,2,199
2024-09-23,954,молоко,10,1378
2024-08-07,955,молоко,6,3872
2024-02-07,956,хлеб,9,4254
2024-02-17,957,свинина,7,3509
2024-08-14,958,кефир,5,2830
2024-02-16,959,лук,9,3279
2024-10-08,960,хлеб,5,2961
2024-02-20,961,курица,6,3381
2024-08-18,962,лук,5,3554
2024-10-22,963,свинина,6,3404
2024-07-26,964,молоко,5,628
2024-10-21,965,говядина,4,3029
2024-10-25,966,кефир,7,319
2024-11-23,967,яйцо,4,1466
2024-02-03,968,курица,6,1945
2024-02-08,969,хлеб,8,2056
2024-03-12,970,молоко,5,4619
2024-05-12,971,кефир,7,3034
2024-08-05,972,помидор,9,2922
2024-08-26,973,яйцо,5,4908
2024-06-05,974,свинина,1,3724
2024-08-10,975,говядина,7,2642
2024-04-13,976,лук,9,2242
2024-06-02,977,лук,2,2737
2024-01-06,978,курица,1,1117
2024-05-26,979,лук,1,4621
2024-06-11,980,курица,8,2616
2024-07-26,981,молоко,6,4073
2024-01-02,982,помидор,1,4841
2024-05-16,983,помидор,5,3612
2024-09-21,984,говядина,1,4552
2024-05-24,985,курица,8,1335
2024-01-09,986,говядина,3,4120
2024-06-08,987,лук,10,411
2024-03-01,988,кефир,1,3271
2024-01-19,989,яйцо,9,1899
2024-08-13,990,говядина,2,3635
2024-02-17,991,хлеб,5,1660
2024-07-17,992,хлеб,8,2855
2024-09-26,993,лук,4,3178
2024-02-20,994,говядина,2,2980
2024-07-21,995,молоко,6,2927
2024-08-22,996,говядина,2,3781
2024-04-03,997,курица,1,796
2024-01-05,998,курица,10,2646
2024-10-05,999,свинина,1,1973
2024-05-25,1000,свинина,6,532
